"Ingr","Match","Score"
"baby kosher dill pickles","pickles, dill",0.707106781186547
"chile de arbol peppers","peppers, pickled",0.353553390593274
"vanilla and chocolate ice cream","ice cream, vanilla",0.774596669241483
"garlic-cheddar spread","garlic, cooked",0.408248290463863
"frozen sweet corn","sweet potato fries, frozen, baked",0.516397779494322
"spaghetti squash pasta","spaghetti squash, cooked",0.666666666666667
"roasted stone fruit variations","fruit leather and fruit snacks candy",0.353553390593274
"seedless blackberry preserves","blackberry juice, 100%",0.333333333333333
"torpedo sandwich rolls","pork sandwich",0.408248290463863
"poppy seeds","mixed seeds",0.5
"a drizzle","tomatoes, for use on a sandwich",0.288675134594813
"garden cucumber","cucumber, cooked",0.5
"sushi tuna","sushi roll tuna",0.816496580927726
"curry","lentil curry",0.707106781186547
"pillsbury best® all purpose flour","tortilla, flour",0.316227766016838
"dashi","lamb chop, ns as to cut, cooked, lean only eaten",0
"cured and smoked country ham","ham, smoked or cured, cooked, lean and fat eaten",0.596284793999944
"tasso ham","ham, prosciutto",0.5
"cheddar-jack cheese","cheese, cheddar",0.816496580927726
"slider buns","hamburger slider",0.5
"decorator sugar crystals","sugar substitute and sugar blend",0.436435780471985
"hawaiian bread","bread, zucchini",0.5
"diced large","cheese, cottage, creamed, large or small curd",0.267261241912424
"caper berries","berries, nfs",0.5
"alfalfa","alfalfa sprouts, raw",0.577350269189626
"mint sprigs","mint julep",0.5
"bamboo mat","bamboo shoots, cooked",0.408248290463863
"orange or lemon extract","turnover or dumpling, lemon",0.5
"julienne squash","pie, squash",0.5
"cream nectar flavor","soursop, nectar",0.408248290463863
"pizza-dough balls","dessert pizza",0.408248290463863
"franks","beans and franks",0.577350269189626
"cheddar-jack mix","snack mix, plain (chex mix)",0.436435780471985
"crusty italian bread","bread, italian, grecian, armenian",0.577350269189626
"whole free-range chickens","milk, lactose free, whole",0.5
"chive drizzle","lamb chop, ns as to cut, cooked, lean only eaten",0
"hijiki seaweed","seaweed, pickled",0.5
"proof-vodka","vodka",0.707106781186547
"shells from the prawns","lentils, from canned",0.288675134594813
"pork bacon","pork bacon, smoked or cured, cooked",0.577350269189626
"rapid-rise instant yeast","yeast",0.5
"pineapple in juice","pineapple juice, 100%",0.666666666666667
"zucchini ribbon salad","bread, zucchini",0.408248290463863
"cheese slices","cheese, processed cheese food",0.577350269189626
"kalamata olive juice","fruit juice blend, 100% juice",0.436435780471985
"ketel one vodka","vodka",0.577350269189626
"raw shrimp","leek, raw",0.5
"crab seasoning","crab imperial",0.5
"alligator ribs","goat ribs, cooked",0.408248290463863
"grit","lamb chop, ns as to cut, cooked, lean only eaten",0
"fresno","lamb chop, ns as to cut, cooked, lean only eaten",0
"orange preserves","orange blossom",0.5
"apple bourbon pork","crisp, apple, apple dessert",0.471404520791032
"yufka dough","bread, dough, fried",0.408248290463863
"triple-creme cheese","cheese, processed cheese food",0.471404520791032
"filet of bass","cream of rye",0.333333333333333
"baby artichokes","baby ruth",0.5
"polenta flour","tortilla, flour",0.5
"gremolata","lamb chop, ns as to cut, cooked, lean only eaten",0
"glazed apples and pears","apples and pears, baby food, strained",0.612372435695795
"oriental-style rice vermicelli","stewed rice, puerto rican style",0.447213595499958
"betty crocker¿ sugar cookie mix","cookie, sugar wafer",0.516397779494322
"galangal","lamb chop, ns as to cut, cooked, lean only eaten",0
"plain round toothpicks","dumpling, plain",0.408248290463863
"emmenthaler","lamb chop, ns as to cut, cooked, lean only eaten",0
"lemon extract","lemon, raw",0.5
"lime","lime, raw",0.707106781186547
"carrot and hot pepper mix","pepper, hot, pickled",0.516397779494322
"salmon fillets","salmon, smoked",0.5
"juice from 1/2 a lemon","lemon juice, 100%, freshly squeezed",0.365148371670111
"spicy saltines","lamb chop, ns as to cut, cooked, lean only eaten",0
"chinese rice wine","wine, rice",0.816496580927726
"vinagreta de ajo tostado","salsa, pico de gallo",0.25
"cornichon pickles","pickles, dill",0.5
"chicken drumsticks","chicken, chicken roll, roasted",0.577350269189626
"cinnamon granola cereal","cereal, granola",0.816496580927726
"whole wheat hamburger rolls","roll, whole wheat, hamburger bun",0.670820393249937
"clove","lamb chop, ns as to cut, cooked, lean only eaten",0
"spice islands tarragon","danish pastry, plain or spice",0.258198889747161
"bison tri tip roast","bison, cooked",0.353553390593274
"whole wheat pastry flour","muffin, whole wheat",0.577350269189626
"inch flour tortillas","tortilla, flour",0.408248290463863
"flatiron steaks","lamb chop, ns as to cut, cooked, lean only eaten",0
"jicama and watermelon salad","tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",0.363803437554499
"vinegar dipping sauce","vinegar",0.577350269189626
"mandarin oranges in 100 percent fruit juice","fruit juice blend, 100% juice",0.571428571428571
"lemon ice cream","ice cream, nfs",0.666666666666667
"lime sherbet","lime, raw",0.5
"rapid rolls","pizza rolls",0.5
"boysenberry jam","jam, preserve, all flavors",0.353553390593274
"honey chipotle crema","honey",0.577350269189626
"italian-style poultry sausage","italian sausage",0.707106781186547
"walnut yogurt sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"spinach salad","spinach salad, no dressing",0.707106781186547
"from a deli","bread, white, made from home recipe or purchased at a bakery",0.348155311911396
"mezze penne","lamb chop, ns as to cut, cooked, lean only eaten",0
"giardiniera)","lamb chop, ns as to cut, cooked, lean only eaten",0
"grapeseed oil","flaxseed oil",0.5
"lemon juice (from 3 to 4 lemons","lemon juice, 100%, ns as to form",0.428571428571428
"bibb leaf lettuce","lettuce, cooked",0.408248290463863
"orange blossom honey","orange blossom",0.816496580927726
"onionpowder","lamb chop, ns as to cut, cooked, lean only eaten",0
"diet orange soda","soft drink, cream soda, diet",0.516397779494322
"pork neck","pork, neck bones, cooked",0.707106781186547
"wild leeks","goose, wild, roasted",0.408248290463863
"benedictine and brandy","brandy and cola",0.666666666666667
"meat cure","meat, nfs",0.5
"roasted red bell pepper strips","pepper, sweet, red, raw",0.447213595499958
"ginger lime dressing","sesame dressing",0.408248290463863
"quick cooking oats","oats, raw",0.408248290463863
"toasted oats cereal","cereal, toasted oat",0.666666666666667
"calabrian chile flakes","cereal, corn flakes",0.333333333333333
"harissa mayo","lamb chop, ns as to cut, cooked, lean only eaten",0
"tomato couscous","tomato aspic",0.5
"grill seasoning","puerto rican seasoning with ham",0.316227766016838
"gruyère cheese","cheese, processed cheese food",0.577350269189626
"chocolate bark","fudge, chocolate, chocolate-coated",0.577350269189626
"english stilton","muffin, english",0.5
"chipotle vinegar","vinegar",0.707106781186547
"a1 ranch dressing","sesame dressing",0.408248290463863
"soft sub rolls","pizza rolls",0.408248290463863
"mustard sauce","sardines with mustard sauce",0.707106781186547
"spatula","lamb chop, ns as to cut, cooked, lean only eaten",0
"pork loin ribs","pork roast, loin, cooked, lean only eaten",0.436435780471985
"spoonable","lamb chop, ns as to cut, cooked, lean only eaten",0
"calgary steak seasoning","steak sauce",0.408248290463863
"peanut butter frosting","peanut butter",0.816496580927726
"ginger mascarpone frosting","ginger root, pickled",0.333333333333333
"flour slurry","tortilla, flour",0.5
"mock mascarpone","mock chicken legs, cooked",0.353553390593274
"popcorn cookies","popcorn, nfs",0.5
"currants","currants, dried",0.707106781186547
"on hero rolls","pizza rolls",0.408248290463863
"philadelphia cream cheese","cream cheese, light",0.666666666666667
"garlic & parmesan","garlic bread, with parmesan cheese, from frozen",0.534522483824849
"ciabatta rolls","pizza rolls",0.5
"fig sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"julienne fennel","fennel bulb, raw",0.408248290463863
"fresno chilies","lamb chop, ns as to cut, cooked, lean only eaten",0
"cookies","cookies, puerto rican style",0.5
"popping corn kernels","corn, raw",0.408248290463863
"oysters","oysters, raw",0.707106781186547
"achiote (annatto","lamb chop, ns as to cut, cooked, lean only eaten",0
"few lemon rinds","lemon, raw",0.408248290463863
"pepper piperade","pepper steak",0.5
"crispy tortilla strips","tortilla, flour",0.408248290463863
"homemade cookie mix","snack mix, plain (chex mix)",0.436435780471985
"spanish seasoning blend","spanish stew",0.408248290463863
"house seasoning","pie, toll house chocolate chip",0.316227766016838
"sour cream","sour cream, regular",0.816496580927726
"radicchio trevisano","radicchio, raw",0.5
"blue cheese dipping sauce","cheese sauce",0.707106781186547
"chicken stock-in-a-box","pig in a blanket, frankfurter or hot dog wrapped in dough",0.372104203767625
"requeson","lamb chop, ns as to cut, cooked, lean only eaten",0
"wild turkey","turkey, nfs",0.5
"moscato di asti","lamb chop, ns as to cut, cooked, lean only eaten",0
"no-boil lasagna sheets","lasagna, meatless",0.353553390593274
"vanilla schnapps","fudge, vanilla",0.5
"sandwich build","pork sandwich",0.5
"baby peas","peas, baby food, toddler",0.707106781186547
"beef or lamb stock","lamb or mutton goulash",0.5
"pepper jack snack sticks","snack mix",0.353553390593274
"jelly beans","jelly sandwich, regular jelly, nfs",0.534522483824849
"mandarin slices","lamb chop, ns as to cut, cooked, lean only eaten",0
"grenadine syrup","blueberry syrup",0.5
"mandarin orange supremes","orange blossom",0.408248290463863
"butterscotch caramel","topping, butterscotch or caramel",0.707106781186547
"wasabi mustard","mustard",0.707106781186547
"frozen egg product","pineapple, frozen",0.408248290463863
"crisco® pure canola oil","canola oil",0.707106781186547
"sandwich cookies","pork sandwich",0.5
"whole-milk yogurt","yogurt, whole milk, plain",0.866025403784439
"from corn dogs recipe","corn, cooked, from restaurant",0.5
"pine nut","pine nuts",0.5
"mccormick® mustard","mustard",0.707106781186547
"linguica","lamb chop, ns as to cut, cooked, lean only eaten",0
"chili garlic sauce","garlic sauce",0.816496580927726
"pacific northwest soft goat cheese","cheese, goat",0.632455532033676
"cranberry-walnut salad dressing","cobb salad, no dressing",0.5
"piloncillo sugar","sugar substitute and sugar blend",0.534522483824849
"rare roast beef","roast beef sandwich",0.666666666666667
"thigh fillets","chicken thigh, rotisserie, skin eaten",0.316227766016838
"liver pate","liver paste or pate, chicken",0.632455532033676
"pisco","lamb chop, ns as to cut, cooked, lean only eaten",0
"psyllium husk","lamb chop, ns as to cut, cooked, lean only eaten",0
"aged goat cheese","cheese, goat",0.816496580927726
"edible glitter","lamb chop, ns as to cut, cooked, lean only eaten",0
"caramelized onion-tomato jam","bread, onion",0.353553390593274
"honey horseradish crema","honey",0.577350269189626
"plain flour tortillas","dumpling, plain",0.408248290463863
"airline chicken","chicken, chicken roll, roasted",0.577350269189626
"crème fraiche","lamb chop, ns as to cut, cooked, lean only eaten",0
"herdez® salsa casera","salsa verde or salsa, green",0.436435780471985
"golden syrup","blueberry syrup",0.5
"celery hearts","celery, raw",0.5
"savoiardi","lamb chop, ns as to cut, cooked, lean only eaten",0
"cheddar cheese crackers","cheese, cheddar",0.816496580927726
"cooking apples","apples, baby food, toddler",0.353553390593274
"yogurt dipping sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"goat fish","fish chowder",0.5
"loin of bacon","bacon soup, cream of, prepared with water",0.436435780471985
"oil packed tuna","tuna, canned, oil pack",0.577350269189626
"mahi-mahi steaks","lamb chop, ns as to cut, cooked, lean only eaten",0
"pie crust","pie, apple, two crust",0.707106781186547
"canadian cheddar","cheese, cheddar",0.5
"gin","gin",1
"blue claw crabs","cheese, blue or roquefort",0.288675134594813
"beef fat","beef sausage, reduced fat",0.707106781186547
"haricots","lamb chop, ns as to cut, cooked, lean only eaten",0
"ceci","lamb chop, ns as to cut, cooked, lean only eaten",0
"loaves french bread","bread, french or vienna",0.577350269189626
"from about 5 lemons","lentils, from canned",0.288675134594813
"lemon curd filling","lemon pie filling",0.666666666666667
"grillers prime® veggie burgers","lamb chop, ns as to cut, cooked, lean only eaten",0
"apple pecan stuffing","crisp, apple, apple dessert",0.471404520791032
"roasted peppers","peppers, pickled",0.5
"roasted thanksgiving turkey","turkey, drumstick, roasted, skin eaten",0.516397779494322
"thai basil leaves","basil, raw",0.408248290463863
"apple-cider vinegar","apple cider",0.816496580927726
"chocolate ganache","fudge, chocolate, chocolate-coated",0.577350269189626
"whole grain baguette","muffin, whole grain",0.666666666666667
"mccormick® rosemary leaves","taro leaves, cooked",0.333333333333333
"old south state paint","old fashioned",0.353553390593274
"deviled potato salad","potato salad, german style",0.577350269189626
"hazelnut extract","yeast extract spread",0.408248290463863
"jalapeno chilis","stuffed jalapeno pepper",0.408248290463863
"baked virginia ham","apple, baked",0.408248290463863
"bruschetta toppings","bruschetta",0.707106781186547
"from about 10 large lemons","hamburger, from fast food, 1 large patty",0.338061701891407
"chicken leg","chicken, chicken roll, roasted",0.577350269189626
"rolled in rice flour","pastry, chinese, made with rice flour",0.408248290463863
"peppermint leaves","taro leaves, cooked",0.408248290463863
"soft dinner rolls","pizza rolls",0.408248290463863
"vietnamese or thai rice noodles","rice noodles, cooked",0.516397779494322
"pollock","lamb chop, ns as to cut, cooked, lean only eaten",0
"college inn® fat free & lower sodium beef broth","gravy, beef, fat free",0.530330085889911
